State,County,Returns Total,Total AGI,Outflow,Outflow AGI,Inflow,Inflow AGI,Net Inflow(Outflow),Flow(%),Unemployment Rate(%),1 Bed Average,2 Bed Average,Highest Marginal Income Tax Rate (%),Median Home Price 2017
NY,Westchester County,382489,68855408,22512,3075710,20738,2602490,-1774,-0.464,3.9,1487,1813,8.82,580109
NY,Westchester County,382489,68855408,22512,3075710,20738,2602490,-1774,-0.464,3.9,1696,1948,8.82,580109
NC,Wake County,379272,37937491,29853,2009623,33999,2380346,4146,1.093,3.4,954,1095,5.25,298303
NC,Mecklenburg County,375430,37313508,34327,2511245,36156,2658138,1829,0.487,3.7,897,1036,5.25,257495
GA,Fulton County,373518,44050557,46808,3543949,48914,3813753,2106,0.564,4.0,957,1099,5.75,343072
FL,Pinellas County,369741,27015006,26591,1501981,30718,2323323,4127,1.116,3.3,899,1116,0.0,221451
NJ,Bergen County,366405,50532345,22824,2546073,20704,2138024,-2120,-0.579,3.4,1439,1691,10.75,498038
NY,Erie County,364968,26028580,12130,734638,10537,601288,-1593,-0.436,4.4,704,852,8.82,167643
IL,DuPage County,359458,41385496,29457,2721910,25312,2047784,-4145,-1.153,3.1,1099,1279,4.95,324941
AZ,Pima County,357693,23566216,18183,1047202,21813,1426356,3630,1.015,4.5,682,907,4.54,198125
CT,Fairfield County,357116,69375082,21235,3017316,17929,2869252,-3306,-0.926,4.0,1371,1723,6.99,435477
CT,Fairfield County,357116,69375082,21235,3017316,17929,2869252,-3306,-0.926,4.0,1087,1369,6.99,435477
CT,Fairfield County,357116,69375082,21235,3017316,17929,2869252,-3306,-0.926,4.0,1731,2189,6.99,435477
CT,Hartford County,356776,31895948,19061,1470374,16087,1047692,-2974,-0.834,4.2,997,1242,6.99,248011
MD,Prince George's County,356130,23537391,30075,1664466,26676,1291788,-3399,-0.954,4.1,1561,1793,5.75,318036
MI,Macomb County,351265,22895048,18123,1076090,17820,841068,-303,-0.086,4.0,781,1009,4.25,184511
IN,Marion County,347881,21470872,28032,1595362,25767,1253162,-2265,-0.651,3.5,741,907,3.23,150646
WI,Milwaukee County,346782,22130616,20458,1384211,16681,889499,-3777,-1.089,3.6,789,969,7.65,168165
FL,Duval County,344842,22418910,26620,1543259,28682,1636159,2062,0.598,3.6,829,1014,0.0,206726
TN,Shelby County,335978,23740718,17420,1142575,15462,829592,-1958,-0.583,4.2,753,889,0.0,160446
CT,New Haven County,329066,27034852,18310,1319340,16063,1020865,-2247,-0.683,4.4,1149,1389,6.99,251601
CT,New Haven County,329066,27034852,18310,1319340,16063,1020865,-2247,-0.683,4.4,899,1106,6.99,251601
CT,New Haven County,329066,27034852,18310,1319340,16063,1020865,-2247,-0.683,4.4,1127,1389,6.99,251601
PA,Montgomery County,327321,43232222,20487,1962690,21130,1671360,643,0.196,3.4,1047,1266,3.07,342094
TX,Collin County,321347,38127439,33175,2801762,40818,3422375,7643,2.378,3.3,948,1163,0.0,354363
MA,Worcester County,319756,27046242,15631,1159915,14806,949727,-825,-0.258,3.5,783,989,5.05,304539
MA,Worcester County,319756,27046242,15631,1159915,14806,949727,-825,-0.258,3.5,1027,1366,5.05,304539
MA,Worcester County,319756,27046242,15631,1159915,14806,949727,-825,-0.258,3.5,868,1145,5.05,304539
MA,Worcester County,319756,27046242,15631,1159915,14806,949727,-825,-0.258,3.5,1015,1284,5.05,304539
NJ,Middlesex County,318211,29698095,24936,1989830,20753,1502853,-4183,-1.315,3.6,1350,1732,10.75,360794
CA,Ventura County,318012,29295134,17225,1471512,15757,1254039,-1468,-0.462,3.8,1399,1861,12.3,623647
WA,Pierce County,316437,24389982,27483,1541543,31180,1825198,3697,1.168,5.2,936,1216,0.0,339291
CA,Fresno County,315616,19719085,11977,632314,11407,579135,-570,-0.181,7.5,819,1018,12.3,270043
MD,Baltimore County,315424,28755994,24263,1548545,23007,1269972,-1256,-0.398,4.0,1125,1411,5.75,270641
OH,Hamilton County,313485,26584394,19799,1414192,17416,1114524,-2383,-0.76,4.1,691,908,4.997,163533
MA,Essex County,313172,31622947,17101,1307782,15962,1260065,-1139,-0.364,3.4,1546,1894,5.05,436610
MA,Essex County,313172,31622947,17101,1307782,15962,1260065,-1139,-0.364,3.4,986,1260,5.05,436610
OR,Multnomah County,307398,25856434,29500,1986099,29991,1853087,491,0.16,3.7,1232,1448,9.9,424963
CA,San Mateo County,305494,60522998,26450,3976835,23794,3500170,-2656,-0.869,2.2,2704,3377,12.3,1252580
GA,Gwinnett County,299933,21122144,29711,1702570,29403,1547978,-308,-0.103,3.5,957,1099,5.75,246492
WA,Snohomish County,297851,26359026,22054,1544592,23954,1736697,1900,0.638,3.8,1633,2006,0.0,461015
NY,Monroe County,295532,21980406,11719,805256,10183,571581,-1536,-0.52,4.3,788,983,8.82,159383
KY,Jefferson County,292057,21627859,18166,1192357,16883,919639,-1283,-0.439,4.1,698,873,5.0,187203
MA,Suffolk County,287808,33868728,37812,3362013,31005,3242481,-6807,-2.365,3.0,1546,1894,5.05,535130
TX,El Paso County,285648,13819770,16109,735751,14348,657339,-1761,-0.616,4.2,743,906,0.0,127341
NJ,Essex County,285587,29889325,21129,1779338,18948,1454366,-2181,-0.764,5.2,1159,1408,10.75,401777
TX,Denton County,274749,28174824,30734,2281370,36068,2711365,5334,1.941,3.2,948,1163,0.0,307370
MA,Norfolk County,271058,45304006,23391,2374621,22934,2317114,-457,-0.169,3.0,1546,1894,5.05,509719
MA,Norfolk County,271058,45304006,23391,2374621,22934,2317114,-457,-0.169,3.0,1138,1460,5.05,509719
CA,Kern County,267816,16042897,11960,677103,12019,546539,59,0.022,8.0,744,968,12.3,219620
FL,Lee County,267184,21814777,18787,1213264,24236,2365945,5449,2.039,3.4,824,1019,0.0,240634
IL,Lake County,262119,34324987,17962,1771734,15377,1338450,-2585,-0.986,4.5,1099,1279,4.95,276326
PA,Bucks County,259480,28567570,13881,1154922,13909,1177325,28,0.011,3.7,1047,1266,3.07,353790
NJ,Hudson County,259098,20659718,27819,2821664,25347,2203853,-2472,-0.954,3.9,1463,1748,10.75,400082
OK,Oklahoma County,257177,19814304,19687,1105979,19565,1082976,-122,-0.047,3.3,713,907,5.0,159346
TN,Davidson County,256026,21569771,28813,1767466,27581,1850992,-1232,-0.481,2.6,867,1065,0.0,278228
GA,Cobb County,254638,24794472,30250,2040077,28221,1741479,-2029,-0.797,3.4,957,1099,5.75,284923
IL,Will County,254130,22579388,18261,1310194,17147,1096664,-1114,-0.438,4.0,1099,1279,4.95,242338
TX,Hidalgo County,252737,10776962,7755,333842,6832,291551,-923,-0.365,6.6,619,804,0.0,89232
MO,Jackson County,251867,16477818,20018,1093341,19270,975569,-748,-0.297,3.7,762,928,5.4,156401
NJ,Monmouth County,247565,31446320,14462,1281890,13619,1388139,-843,-0.341,3.7,1199,1556,10.75,446571
GA,DeKalb County,247455,19549983,33811,2075352,32429,1788389,-1382,-0.558,4.0,957,1099,5.75,223860
RI,Providence County,245590,15855719,13462,883628,12268,687730,-1194,-0.486,4.4,910,1087,5.99,250303
CA,San Joaquin County,244304,16385896,13440,768131,15000,895331,1560,0.639,6.0,790,1048,12.3,390423
CO,El Paso County,244110,18326043,25403,1376039,27445,1517081,2042,0.837,3.9,860,1106,4.63,307975
NM,Bernalillo County,243953,15772033,14984,818514,14305,767058,-679,-0.278,4.5,760,938,4.9,206291
MI,Kent County,241824,18943617,14235,813407,13979,793296,-256,-0.106,3.0,755,929,4.25,191591
TX,Fort Bend County,240466,25001573,19762,1480164,23731,1672986,3969,1.651,4.0,936,1146,0.0,284136
FL,Polk County,229155,12424728,16582,708094,22888,1049764,6306,2.752,4.1,694,914,0.0,170718
CO,Arapahoe County,228665,22379567,31237,2080292,31510,2048018,273,0.119,3.2,1226,1543,4.63,408027
NJ,Ocean County,226861,16957981,11215,774957,12595,954469,1380,0.608,4.3,1199,1556,10.75,296091
AL,Jefferson County,225896,18762608,13629,870315,12207,737503,-1422,-0.629,3.7,832,955,5.0,171442
FL,Brevard County,223514,14831323,13796,856882,16934,1147566,3138,1.404,3.5,850,1077,0.0,213006
KS,Johnson County,223074,25929982,16761,1299257,18127,1191520,1366,0.612,2.9,762,928,5.7,280489
CO,Jefferson County,222725,21708928,25086,1630334,27058,1775195,1972,0.885,3.0,1226,1543,4.63,454589
MA,Bristol County,219100,16411869,10412,677989,10780,634517,368,0.168,4.3,910,1087,5.05,327444
MA,Bristol County,219100,16411869,10412,677989,10780,634517,368,0.168,4.3,812,967,5.05,327444
MA,Bristol County,219100,16411869,10412,677989,10780,634517,368,0.168,4.3,1135,1510,5.05,327444
MA,Bristol County,219100,16411869,10412,677989,10780,634517,368,0.168,4.3,989,1265,5.05,327444
WI,Dane County,218271,20017068,14600,967517,13450,831283,-1150,-0.527,2.2,980,1157,7.65,285708
MD,Anne Arundel County,217992,22622741,18828,1386775,19576,1342872,748,0.343,3.3,1125,1411,5.75,375376
OK,Tulsa County,216687,17624436,15114,862530,14113,729912,-1001,-0.462,3.3,690,894,5.0,163161
PA,Delaware County,215856,21633866,13143,1022389,12936,1031557,-207,-0.096,4.0,1047,1266,3.07,265207
PA,Lancaster County,215806,15622624,9266,500024,8364,460484,-902,-0.418,3.4,842,1062,3.07,215850
OR,Washington County,214549,20931809,19016,1353351,20005,1325403,989,0.461,3.5,1232,1448,9.9,425071
NJ,Union County,211779,21886409,15402,1186889,13672,1101577,-1730,-0.817,4.3,1159,1408,10.75,391081
OH,Summit County,211689,15120306,11871,716366,11457,728064,-414,-0.196,4.7,674,885,4.997,155498
DE,New Castle County,209473,17550167,11183,817252,11086,734691,-97,-0.046,3.7,1047,1266,6.6,276686
NE,Douglas County,208967,18422571,14885,946017,14517,843916,-368,-0.176,3.1,792,987,6.84,181995
MN,Ramsey County,204761,16286652,21241,1239206,20245,1144842,-996,-0.486,2.7,923,1164,9.85,252295
MA,Plymouth County,204025,21041244,11602,1006256,12253,994861,651,0.319,3.5,1138,1460,5.05,396341
MA,Plymouth County,204025,21041244,11602,1006256,12253,994861,651,0.319,3.5,1546,1894,5.05,396341
OH,Montgomery County,201179,12748989,12244,700699,11830,571301,-414,-0.206,4.5,620,813,4.997,129983
PA,Chester County,197338,26734776,11842,1215432,12392,1186103,550,0.279,3.2,1047,1266,3.07,384436
FL,Volusia County,196530,11358882,13728,623525,17323,991763,3595,1.829,3.7,815,1013,0.0,192140
NJ,Morris County,196004,30808198,14030,1765885,12821,1505246,-1209,-0.617,3.3,1159,1408,10.75,489672
NJ,Passaic County,195065,13456805,12342,820874,10214,621325,-2128,-1.091,5.1,1439,1691,10.75,353805
CA,Sonoma County,194193,17219249,11194,829442,8772,701383,-2422,-1.247,2.7,1511,1961,12.3,694882
NJ,Camden County,190601,14773259,12351,785838,11857,686409,-494,-0.259,4.6,1047,1266,10.75,214310
IL,Kane County,188700,16798538,14199,965543,13752,863889,-447,-0.237,4.9,1099,1279,4.95,249599
TX,Williamson County,187709,16999940,18788,1244948,26347,1818808,7559,4.027,3.1,1104,1350,0.0,294619
WA,Spokane County,186604,13175234,9669,494530,12461,719550,2792,1.496,5.2,652,867,0.0,252290
KS,Sedgwick County,184693,13665707,10251,568541,8940,440075,-1311,-0.71,3.8,645,854,5.7,150616
NC,Guilford County,183536,13364580,13363,725995,13828,744253,465,0.253,4.1,739,860,5.25,177609
NY,Richmond County,182437,14852529,9912,733283,8544,461465,-1368,-0.75,4.1,1696,1948,8.82,530866
TX,Montgomery County,181177,19602627,15896,1295890,21194,1792445,5298,2.924,3.8,936,1146,0.0,253354
PA,York County,180335,12812391,8290,508243,8532,453941,242,0.134,3.9,780,1013,3.07,187621
NY,Onondaga County,179844,13222164,8755,655834,7479,414774,-1276,-0.71,4.0,761,960,8.82,154975
IN,Lake County,179437,11420320,9978,469161,10193,488147,215,0.12,4.9,788,963,3.23,154894
IA,Polk County,179333,15111284,12375,746798,13343,758910,968,0.54,2.5,756,934,8.53,191881
NV,Washoe County,178496,16003020,10402,693684,13133,1186613,2731,1.53,3.6,811,1047,0.0,379957
CA,Stanislaus County,178333,11230243,9340,495180,9320,458844,-20,-0.011,6.4,855,1094,12.3,322712
MA,Hampden County,177563,12132779,7531,410815,6369,310142,-1162,-0.654,4.6,934,1180,5.05,223466
FL,Pasco County,176843,10628235,16437,899758,22300,1256779,5863,3.315,3.8,899,1116,0.0,181269
WA,Clark County,175569,15439902,11605,755339,14398,966959,2793,1.591,4.8,1232,1448,0.0,355160
NJ,Burlington County,175353,16304726,11794,835003,11709,751995,-85,-0.048,3.8,1047,1266,10.75,264665
SC,Greenville County,174000,13638831,12030,722725,14471,898887,2441,1.403,2.9,760,884,7.0,200691
CO,Adams County,169932,11285903,20468,1086773,21963,1163226,1495,0.88,3.5,1226,1543,4.63,343531
NH,Hillsborough County,167702,15064886,11580,863493,11713,780878,133,0.079,2.6,890,1091,0.0,301976
NH,Hillsborough County,167702,15064886,11580,863493,11713,780878,133,0.079,2.6,992,1310,0.0,301976
NH,Hillsborough County,167702,15064886,11580,863493,11713,780878,133,0.079,2.6,1021,1288,0.0,301976
UT,Utah County,167623,14274594,13299,754493,12824,771617,-475,-0.283,2.8,752,874,4.95,336785
MN,Dakota County,166882,15635839,13379,886134,14827,862709,1448,0.868,2.5,923,1164,9.85,290395
ID,Ada County,165117,13939220,11418,631146,15509,1088360,4091,2.478,2.5,711,910,6.925,306780
PA,Berks County,164052,11494526,7126,542622,7144,360072,18,0.011,4.2,740,971,3.07,183100
FL,Seminole County,163866,12591524,19014,1056393,19718,1043750,704,0.43,3.2,972,1159,0.0,263198
WI,Waukesha County,163295,18000254,10367,782159,10709,807121,342,0.209,2.7,789,969,7.65,299056
FL,Sarasota County,163058,15473920,12770,806970,16961,1884404,4191,2.57,3.4,902,1155,0.0,274763
TN,Knox County,162444,13197680,11333,672111,12420,718271,1087,0.669,2.9,741,904,0.0,193975
VA,Prince William County,161889,14842907,17951,1269308,17690,1096015,-261,-0.161,2.7,1561,1793,5.75,401975
CA,Solano County,161614,12446243,12055,731834,12390,746168,335,0.207,3.9,1145,1412,12.3,458583
CA,Santa Barbara County,158913,14271591,9761,701225,8098,641186,-1663,-1.046,3.9,1725,2021,12.3,606728
OH,Lucas County,158388,9929773,7910,444959,7151,342500,-759,-0.479,5.3,591,770,4.997,124327
CA,Monterey County,153085,11671143,9275,867995,8057,595097,-1218,-0.796,6.3,1227,1534,12.3,569751
OR,Clackamas County,151190,15315364,13830,975799,14936,1068186,1106,0.732,3.8,1232,1448,9.9,436075
MO,St. Charles County,150687,12896086,9825,641975,10378,659764,553,0.367,2.5,739,957,5.4,233665
MI,Genesee County,150229,8714753,7609,365105,7415,337560,-194,-0.129,4.9,623,829,4.25,120969
OH,Stark County,147383,9223349,6501,336761,6272,293737,-229,-0.155,4.9,570,758,4.997,142416
PA,Westmoreland County,147298,10465467,6146,337388,6048,333459,-98,-0.067,4.4,763,950,3.07,161739
PA,Lehigh County,143785,10688940,9434,513137,9041,484917,-393,-0.273,4.6,877,1115,3.07,226100
CA,Tulare County,142546,7530334,5713,284343,5394,239344,-319,-0.224,9.6,678,902,12.3,222337
SC,Charleston County,141710,13535232,14449,884980,15130,1354657,681,0.481,2.8,952,1116,7.0,353561
CA,Placer County,141595,15230760,11421,782704,13923,1180411,2502,1.767,3.2,916,1157,12.3,514029
FL,Collier County,141277,20859061,10536,966864,12321,2727095,1785,1.263,3.4,1062,1300,0.0,384575
IN,Allen County,141172,9656640,6552,392110,6826,343372,274,0.194,3.2,624,795,3.23,147076
VA,Loudoun County,138834,19882301,12880,1359749,14791,1522040,1911,1.376,2.5,1561,1793,5.75,539928
FL,Manatee County,137026,10802578,11227,638817,14773,1252276,3546,2.588,3.4,902,1155,0.0,254020
AR,Pulaski County,136703,10618022,10704,564337,9236,430216,-1468,-1.074,3.5,719,862,6.9,158440
NJ,Mercer County,136411,15814379,9782,991895,8591,682190,-1191,-0.873,3.7,1155,1432,10.75,303427
MN,Anoka County,135802,10981539,10887,640364,11667,603814,780,0.574,2.8,923,1164,9.85,250984
OH,Butler County,135030,9868136,9612,534745,9589,490133,-23,-0.017,4.1,691,908,4.997,181008
AL,Mobile County,134470,8190194,6050,308523,5384,249109,-666,-0.495,4.7,733,901,5.0,140453
SC,Richland County,133628,9236084,13121,708782,12983,617870,-138,-0.103,3.4,832,956,7.0,177699
OR,Lane County,133608,9198152,8128,385498,9119,462384,991,0.742,4.5,770,1024,9.9,289823
NC,Forsyth County,132514,10000050,9288,581552,9666,552456,378,0.285,3.8,637,792,5.25,170423
TX,Cameron County,131598,5621633,5463,232009,4609,212208,-854,-0.649,6.2,564,722,0.0,93577
AL,Madison County,131042,10765002,8260,495996,9684,583495,1424,1.087,3.5,646,768,5.0,193436
NH,Rockingham County,129670,13621666,9769,837564,10379,882097,610,0.47,2.8,1546,1894,0.0,352626
NH,Rockingham County,129670,13621666,9769,837564,10379,882097,610,0.47,2.8,1005,1269,0.0,352626
NH,Rockingham County,129670,13621666,9769,837564,10379,882097,610,0.47,2.8,986,1260,0.0,352626
NH,Rockingham County,129670,13621666,9769,837564,10379,882097,610,0.47,2.8,1186,1563,0.0,352626
NJ,Somerset County,128933,19693532,11010,1307176,10272,960783,-738,-0.572,3.4,1350,1732,10.75,449960
TN,Hamilton County,128083,9905434,8094,456723,8772,560766,678,0.529,3.4,701,862,0.0,190932
PA,Luzerne County,127435,7470104,5210,252922,5104,217332,-106,-0.083,5.4,729,892,3.07,131218
CO,Larimer County,127102,11184048,12284,682153,13283,846664,999,0.786,2.8,963,1177,4.63,397354
MI,Washtenaw County,127037,12703939,12465,836654,11032,743866,-1433,-1.128,3.0,971,1184,4.25,285608
VA,Chesterfield County,126776,10815605,10288,638786,11302,685686,1014,0.8,2.9,970,1114,5.75,258205
FL,Lake County,125505,7498308,11203,535280,16295,956851,5092,4.057,3.5,972,1159,0.0,206194
FL,Marion County,125217,6481680,8384,355566,11747,599119,3363,2.686,4.3,716,866,0.0,151718
VA,Henrico County,122922,10732691,11868,767239,12101,733010,233,0.19,3.0,970,1114,5.75,256595
ME,Cumberland County,121235,10726185,8137,527263,8861,629612,724,0.597,2.7,1108,1417,7.15,294008
ME,Cumberland County,121235,10726185,8137,527263,8861,629612,724,0.597,2.7,792,1031,7.15,294008
SC,Horry County,120829,6647894,8588,391452,12491,825602,3903,3.23,4.2,842,981,7.0,191044
NY,Albany County,120730,10474028,9564,655639,8341,539692,-1223,-1.013,3.7,894,1102,8.82,236877
PA,Northampton County,120678,9315273,7762,464493,8085,506568,323,0.268,4.4,877,1115,3.07,226849
FL,Osceola County,120238,5598735,15247,598315,16832,837528,1585,1.318,3.6,972,1159,0.0,220334
OH,Lorain County,119541,7990728,5757,339957,6630,390803,873,0.73,5.4,678,840,4.997,154192
IL,McHenry County,119484,10667251,8219,577761,7812,482534,-407,-0.341,3.5,1099,1279,4.95,239812
CO,Boulder County,118784,14295641,13312,947711,12885,1083493,-427,-0.359,2.8,1290,1577,4.63,556326
TX,Nueces County,116345,6858182,8002,423786,7332,374722,-670,-0.576,4.7,846,1069,0.0,144503
MD,Howard County,116264,15233847,11536,953048,12106,908741,570,0.49,3.0,1125,1411,5.75,463227
NY,Rockland County,116136,12211778,6313,558226,4748,350327,-1565,-1.348,3.7,1696,1948,8.82,464998
CO,Douglas County,115898,16401047,12989,1438525,16067,1541931,3078,2.656,2.9,1226,1543,4.63,522315
OR,Marion County,115501,7687968,7622,385658,8671,436106,1049,0.908,4.3,699,927,9.9,275126
IN,Hamilton County,115104,15313766,9773,836451,11945,1018223,2172,1.887,2.7,741,907,3.23,292191
NE,Lancaster County,114830,8599512,6404,342516,6038,315537,-366,-0.319,2.5,680,890,6.84,195190
TX,Brazoria County,114621,9458165,10000,644383,10875,671446,875,0.763,4.5,1020,1196,0.0,210088
AZ,Pinal County,111736,6261375,11620,619118,16547,911743,4927,4.41,5.0,870,1082,4.54,200224
TX,Galveston County,111504,9271001,9342,601414,10160,722019,818,0.734,4.6,936,1146,0.0,222143
FL,St. Lucie County,111202,6173509,8916,413174,11797,704139,2881,2.591,4.4,887,1109,0.0,200737
PA,Dauphin County,110984,7566955,7664,390181,7261,344235,-403,-0.363,4.0,892,1107,3.07,181122
NJ,Gloucester County,109819,9287288,7063,439797,6763,386625,-300,-0.273,4.2,1047,1266,10.75,240516
FL,Escambia County,109261,6607617,10171,516907,10211,563282,40,0.037,3.5,755,904,0.0,158976
TN,Rutherford County,109020,7204142,9790,500433,11453,535217,1663,1.525,2.7,867,1065,0.0,240864
KY,Fayette County,108789,8427504,9277,544938,8347,451070,-930,-0.855,3.3,686,880,5.0,208975
TX,Bell County,108393,6146329,14482,673718,15759,657336,1277,1.178,4.1,613,815,0.0,163523
UT,Davis County,108177,9425533,10296,617917,10270,594401,-26,-0.024,2.9,730,934,4.95,320787
NC,Durham County,107662,8191636,12524,773489,13466,839397,942,0.875,3.5,903,1056,5.25,250275
IL,Winnebago County,107505,6754568,5678,330770,5067,223559,-611,-0.568,5.7,620,825,4.95,126804
CT,New London County,107353,8825677,6941,453399,6076,366859,-865,-0.806,4.0,992,1271,6.99,242504
CT,New London County,107353,8825677,6941,453399,6076,366859,-865,-0.806,4.0,1007,1339,6.99,242504
WA,Thurston County,105491,7898212,9194,518352,11152,619428,1958,1.856,4.8,972,1204,0.0,324122
SC,Spartanburg County,104846,6599512,5592,275442,8065,402817,2473,2.359,3.1,643,780,7.0,151750
WI,Brown County,104574,8205186,5412,368842,5450,291728,38,0.036,2.7,626,832,7.65,188201
NJ,Atlantic County,104271,6580548,5237,299417,4752,298660,-485,-0.465,5.9,1090,1401,10.75,221890
CA,Marin County,104097,21886344,7162,1074580,6820,1401143,-342,-0.329,2.4,2704,3377,12.3,1168353
CA,San Luis Obispo County,103543,8673110,6568,422982,6547,503181,-21,-0.02,2.9,1176,1516,12.3,619565
PA,Erie County,103508,6196719,3881,196776,2913,142125,-968,-0.935,4.7,631,811,3.07,139964
CA,Santa Cruz County,102561,10416906,6811,532984,5944,518792,-867,-0.845,4.9,1589,2113,12.3,844402
NC,Cumberland County,102086,5273214,13926,621721,13809,544401,-117,-0.115,5.1,728,879,5.25,137345
CO,Weld County,100674,7811951,8860,520398,11695,729652,2835,2.816,3.0,801,1009,4.63,333103
MA,Barnstable County,100287,8471195,5535,452658,6196,719738,661,0.659,4.3,1171,1557,5.05,436005
MO,Greene County,100170,6532717,7757,357441,7756,370778,-1,-0.001,2.6,630,813,5.4,157088
PA,Cumberland County,100036,8102192,6568,416279,7272,422643,704,0.704,3.3,892,1107,3.07,211066
IL,Madison County,100023,7098092,5405,288493,4915,241615,-490,-0.49,4.5,739,957,4.95,139710
SC,Lexington County,99464,7056130,7544,399906,8957,466842,1413,1.421,2.9,832,956,7.0,168507
WA,Kitsap County,98909,8459775,8624,516563,9973,705182,1349,1.364,4.6,933,1203,0.0,374961
OH,Lake County,98642,6804740,4686,260244,4891,258550,205,0.208,4.7,678,840,4.997,169332
MN,Washington County,98540,11025279,8336,641259,9116,652298,780,0.792,2.5,923,1164,9.85,315068
IN,St. Joseph County,98529,6544958,6161,352847,5751,294566,-410,-0.416,3.6,733,913,3.23,140149
MD,Harford County,98171,8610040,6332,424867,6702,416096,370,0.377,3.6,1125,1411,5.75,304823
NC,Buncombe County,98143,7003228,7851,408555,8837,566263,986,1.005,3.0,717,901,5.25,264986
TX,Lubbock County,97730,6754798,6957,335452,7102,355917,145,0.148,3.1,733,896,0.0,145444
MD,Frederick County,96951,8925877,6822,474656,8215,565097,1393,1.437,3.5,1561,1793,5.75,354540
MI,Ingham County,95360,6529677,9008,487223,7866,360003,-1142,-1.198,3.6,734,910,4.25,146434
IL,St. Clair County,94392,6301709,6366,372163,5866,290159,-500,-0.53,5.0,739,957,4.95,136419
MI,Kalamazoo County,94310,7136787,6332,365181,5988,313230,-344,-0.365,3.4,710,873,4.25,172856
FL,Leon County,93546,6558668,8667,397498,7786,372634,-881,-0.942,3.3,818,1016,0.0,218325
NY,Saratoga County,92707,10060047,6895,655521,7266,780689,371,0.4,3.5,894,1102,8.82,269852
GA,Chatham County,92292,6463149,9683,493564,9949,516450,266,0.288,3.7,992,1139,5.75,206998
SC,York County,91602,7200880,6320,378879,8907,658227,2587,2.824,3.3,897,1036,7.0,219328
OK,Cleveland County,91219,6910365,8904,424981,9239,444358,335,0.367,2.9,713,907,5.0,170332
VA,Arlington County,90095,13138782,18527,1989247,16200,1383220,-2327,-2.583,2.0,1561,1793,5.75,780073
MO,Clay County,89849,6666330,8048,448438,9026,476812,978,1.088,2.9,762,928,5.4,193551
TX,Webb County,88442,4118902,2790,126002,2218,99951,-572,-0.647,3.8,659,834,0.0,138809
OH,Mahoning County,88442,5093030,4559,212735,4016,180668,-543,-0.614,5.9,582,729,4.997,109856
GA,Clayton County,88128,3351095,13018,416528,13634,400093,616,0.699,4.9,957,1099,5.75,115963
AR,Benton County,87242,13820588,7237,511876,9356,571782,2119,2.429,2.9,596,773,6.9,193647
WA,Yakima County,87141,5056237,3629,159098,3332,160019,-297,-0.341,6.3,704,912,0.0,200196
NY,Oneida County,86373,5288593,3760,181015,3237,143976,-523,-0.606,4.4,646,840,8.82,134118
FL,St. Johns County,85850,10002422,7264,586256,10940,1127904,3676,4.282,2.9,829,1014,0.0,330940
IA,Linn County,85638,6763789,4768,346197,4750,245263,-18,-0.021,2.8,614,817,8.53,165815
FL,Alachua County,85305,5952208,8912,445746,7827,399171,-1085,-1.272,3.3,770,950,0.0,186443
ME,York County,84439,5840835,5206,290171,6274,400274,1068,1.265,3.0,1108,1417,7.15,266694
ME,York County,84439,5840835,5206,290171,6274,400274,1068,1.265,3.0,1011,1345,7.15,266694
ME,York County,84439,5840835,5206,290171,6274,400274,1068,1.265,3.0,844,1031,7.15,266694
AZ,Yavapai County,84339,5047686,5957,303569,8607,606970,2650,3.142,4.5,711,945,4.54,292818
NY,Niagara County,84316,5127095,3789,179228,3526,168956,-263,-0.312,5.2,704,852,8.82,136586
UT,Weber County,83802,5578998,6395,323259,7249,366800,854,1.019,3.5,730,934,4.95,250686
GA,Cherokee County,83406,7289210,7334,465692,9493,664321,2159,2.589,3.1,957,1099,5.75,281337
OH,Warren County,83398,8418367,6958,556336,7996,600989,1038,1.245,3.9,691,908,4.997,230306
MO,Jefferson County,83014,5248960,5038,266756,5474,272203,436,0.525,3.1,739,957,5.4,172515
TX,McLennan County,82578,5109999,5191,252360,5386,298604,195,0.236,3.6,680,890,0.0,155589
PA,Washington County,82362,6924404,3942,286149,4291,284630,349,0.424,4.3,763,950,3.07,183026
PA,Lackawanna County,82199,5162850,3739,167587,3328,151835,-411,-0.5,4.6,729,892,3.07,159821
WA,Whatcom County,81068,6094016,4917,265593,5892,368780,975,1.203,4.7,832,1083,0.0,404200
CA,Merced County,80967,4183073,4442,197093,4658,198361,216,0.267,8.3,660,837,12.3,284742
TX,Jefferson County,80321,5101698,5995,321674,4427,215584,-1568,-1.952,6.3,749,917,0.0,118026
MS,Hinds County,79978,4173791,5934,273387,4351,182171,-1583,-1.979,4.6,789,944,5.0,128957
OR,Jackson County,79950,5197804,4658,239836,5479,313645,821,1.027,4.8,707,940,9.9,320426
OH,Trumbull County,79856,4164003,3620,155858,3444,132010,-176,-0.22,6.2,582,729,4.997,109339
IL,Sangamon County,79580,6127960,4114,229595,3482,167786,-632,-0.794,4.3,674,876,4.95,142452
OH,Clermont County,76483,5785670,5321,335391,5843,327854,522,0.683,4.1,691,908,4.997,174213
TN,Williamson County,76424,12242435,7311,788870,9068,1159148,1757,2.299,2.5,867,1065,0.0,501967
NC,New Hanover County,76363,6112267,7427,388000,7763,523026,336,0.44,3.7,821,1051,5.25,263828
