State,County,Returns Total,Total AGI,Outflow,Outflow AGI,Inflow,Inflow AGI,Net Inflow(Outflow),Percentage Flow
IL,Mason County,5093,281298,321,12095,253,8704,-68,-1.335
AR,Miller County,13161,709743,1330,50129,1154,42971,-176,-1.337
KY,Leslie County,2689,117014,112,3388,76,1899,-36,-1.339
CA,Modoc County,2679,132071,210,12508,174,7340,-36,-1.344
TX,Karnes County,4312,438073,330,15935,272,12567,-58,-1.345
NY,Rockland County,116136,12211778,6313,558226,4748,350327,-1565,-1.348
NE,Madison County,12897,829757,1006,44227,832,36484,-174,-1.349
MS,Attala County,5905,282668,290,11127,210,7680,-80,-1.355
OK,Latimer County,3025,149680,224,7790,183,6941,-41,-1.355
MO,Worth County,736,22460,38,1569,28,847,-10,-1.359
NE,Cuming County,3441,210229,198,8966,151,6148,-47,-1.366
IL,Lawrence County,4965,268903,314,12415,246,8240,-68,-1.37
WV,Clay County,2403,108254,138,5140,105,3377,-33,-1.373
NY,Tompkins County,32333,2576912,3192,175074,2748,146518,-444,-1.373
MN,Polk County,11390,742128,867,36296,710,32252,-157,-1.378
TX,Hansford County,1740,112664,97,4409,73,3707,-24,-1.379
WV,Tyler County,3039,202941,195,8067,153,5729,-42,-1.382
NE,Richardson County,3040,167749,152,5201,110,4430,-42,-1.382
VA,Fairfax County,418618,59342138,46195,4370226,40400,3516353,-5795,-1.384
OR,Benton County,29181,2504326,3675,189324,3271,169928,-404,-1.384
TX,Jim Hogg County,1587,66114,90,2626,68,2787,-22,-1.386
ND,Wells County,1656,108672,82,3631,59,2672,-23,-1.389
KS,Marion County,4244,233042,297,13779,238,10663,-59,-1.39
ND,Mountrail County,3234,314003,400,25739,355,18537,-45,-1.391
KS,Coffey County,3157,195485,203,13326,159,7573,-44,-1.394
MS,Claiborne County,2652,88601,165,5338,128,5350,-37,-1.395
KY,Breathitt County,3582,155271,153,5246,103,3918,-50,-1.396
SC,Allendale County,2507,94785,182,5197,147,3693,-35,-1.396
TX,Zapata County,4009,147756,164,7761,108,4047,-56,-1.397
VA,Prince Edward County,5988,311053,600,25360,516,21220,-84,-1.403
NC,Chowan County,4917,290296,335,16531,266,12002,-69,-1.403
TX,Lipscomb County,1068,70695,68,2778,53,1833,-15,-1.404
OK,Woodward County,6398,382561,449,22728,359,16694,-90,-1.407
KY,Harlan County,7028,290696,316,11089,217,5866,-99,-1.409
KS,Atchison County,5297,309414,413,18669,338,17282,-75,-1.416
NM,Hidalgo County,1411,57369,91,3414,71,3032,-20,-1.417
OK,Comanche County,34951,1874806,4286,190027,3790,162135,-496,-1.419
OK,Seminole County,6815,324826,614,21385,517,17207,-97,-1.423
KS,Finney County,13272,769669,1005,41280,816,30684,-189,-1.424
IN,Delaware County,37478,2058404,2665,108836,2131,81021,-534,-1.425
VA,Tazewell County,12445,681909,688,30489,510,22646,-178,-1.43
OK,Garfield County,20098,1389885,1736,98373,1448,73543,-288,-1.433
WY,Carbon County,5280,385692,511,30348,435,20870,-76,-1.439
AR,Nevada County,2569,111617,213,7568,176,5651,-37,-1.44
MO,Daviess County,2773,136143,187,7431,147,6258,-40,-1.442
KY,Todd County,3746,193550,268,9349,214,7458,-54,-1.442
NE,Dawson County,8861,469474,645,26583,517,19395,-128,-1.445
MO,Mississippi County,3738,172374,256,9262,202,6551,-54,-1.445
AL,Macon County,5737,247548,419,13670,336,11425,-83,-1.447
IA,Johnson County,49874,4380931,4919,289521,4194,228449,-725,-1.454
IL,McLean County,60405,5080026,4330,288116,3451,193448,-879,-1.455
AR,Pike County,3160,143112,216,7531,170,7251,-46,-1.456
OK,Greer County,1373,64285,87,2966,67,2733,-20,-1.457
IL,Massac County,5000,264743,289,10833,216,10162,-73,-1.46
MS,Tunica County,3488,117521,358,11094,307,7598,-51,-1.462
NE,Frontier County,888,33201,66,2410,53,1992,-13,-1.464
ND,LaMoure County,1636,98228,77,3432,53,2604,-24,-1.467
MO,Wayne County,3543,144021,289,8708,237,9863,-52,-1.468
NY,New York County,687496,179278891,78511,12473140,68408,8538560,-10103,-1.47
IL,Knox County,18650,1048871,1073,51669,798,34382,-275,-1.475
KS,Wichita County,813,50594,45,2072,33,1609,-12,-1.476
IL,Peoria County,68400,5294963,4839,387251,3825,190852,-1014,-1.482
IL,Coles County,16467,1011943,1233,55354,989,35483,-244,-1.482
NC,Washington County,3980,177001,229,7289,170,5782,-59,-1.482
AR,Monroe County,2213,85855,176,5430,143,5265,-33,-1.491
MS,Scott County,9028,392542,545,19350,409,13778,-136,-1.506
IL,Iroquois County,10777,618084,674,29368,511,23565,-163,-1.512
MS,Tallahatchie County,3899,147824,247,7241,188,5560,-59,-1.513
WI,Menominee County,1388,52786,111,3287,90,4067,-21,-1.513
MT,Richland County,4284,329684,347,21333,282,15933,-65,-1.517
GA,Clarke County,33925,2198885,4597,215571,4082,189358,-515,-1.518
KS,Mitchell County,2365,123098,120,5331,84,2875,-36,-1.522
IL,Schuyler County,2551,142299,159,5788,120,4709,-39,-1.529
NY,Kings County,974546,66066153,74783,5113184,59854,4126461,-14929,-1.532
NE,York County,5151,347798,366,17060,287,12563,-79,-1.534
MS,Quitman County,2144,72215,144,4102,111,3004,-33,-1.539
UT,Cache County,36658,2533221,3445,148506,2877,141912,-568,-1.549
TX,Hutchinson County,6830,441460,519,31785,413,19692,-106,-1.552
MS,Warren County,16308,896958,1004,46435,750,34560,-254,-1.558
AL,Perry County,2885,96506,172,4890,127,4553,-45,-1.56
MO,Buchanan County,30116,1758676,2191,107181,1721,68515,-470,-1.561
WA,Adams County,6395,335746,485,19957,385,14498,-100,-1.564
KS,Gray County,2105,123631,116,4485,83,4002,-33,-1.568
IN,Union County,2611,132093,208,6899,167,6645,-41,-1.57
AR,St. Francis County,6625,262310,519,18146,415,12020,-104,-1.57
TX,Hale County,10047,459936,783,27608,625,25234,-158,-1.573
MS,Noxubee County,3557,129812,179,6392,123,4128,-56,-1.574
ND,McLean County,3746,263659,270,14733,211,13102,-59,-1.575
ND,Stutsman County,8181,550847,536,27641,407,17169,-129,-1.577
MO,Dunklin County,8515,376672,594,18758,459,13374,-135,-1.585
OK,Nowata County,3216,164939,245,9004,194,7504,-51,-1.586
GA,Jeff Davis County,4019,205422,315,8884,251,8334,-64,-1.592
PA,Potter County,6152,318102,372,15526,274,10214,-98,-1.593
TX,Orange County,27022,1791638,2235,113878,1804,87181,-431,-1.595
MN,Nobles County,8049,453866,512,26410,383,15909,-129,-1.603
SD,Marshall County,1622,85134,97,3758,71,2673,-26,-1.603
MT,Meagher County,623,31917,43,2298,33,1114,-10,-1.605
SD,Beadle County,6707,404140,435,18464,327,12197,-108,-1.61
ND,Barnes County,4094,269819,262,12508,196,9173,-66,-1.612
MS,Leflore County,9218,393813,562,16516,413,13024,-149,-1.616
IA,Decatur County,2409,141820,193,7289,154,5682,-39,-1.619
WY,Sweetwater County,15417,1216231,1084,71652,834,43730,-250,-1.622
TX,Gray County,6530,368197,500,25917,394,15844,-106,-1.623
TX,Zavala County,3385,130321,218,6853,163,5546,-55,-1.625
IA,Page County,5164,296709,352,14494,268,12768,-84,-1.627
OK,Custer County,8391,560131,790,38870,653,30043,-137,-1.633
AL,Pike County,9484,527949,754,25969,599,20715,-155,-1.634
AR,Prairie County,2604,134426,173,6064,130,4795,-43,-1.651
KS,Ellis County,10140,641060,803,37243,635,24182,-168,-1.657
NE,Cherry County,2161,123624,140,4955,104,2836,-36,-1.666
AR,Lawrence County,4679,212488,405,12684,327,10112,-78,-1.667
NM,San Juan County,38069,2160798,2700,143240,2064,86206,-636,-1.671
KY,Letcher County,5715,258762,293,11274,197,7455,-96,-1.68
CO,Phillips County,1541,91989,109,4991,83,4060,-26,-1.687
NE,Wayne County,2901,195316,249,8760,200,8864,-49,-1.689
MS,Adams County,9528,494125,597,23099,435,15067,-162,-1.7
TX,Dawson County,3646,228302,256,12539,194,7722,-62,-1.7
KS,Brown County,3464,186095,217,11587,158,4427,-59,-1.703
KS,Crawford County,12277,765925,1003,35535,793,30388,-210,-1.711
KY,Magoffin County,3147,135847,170,5553,116,3675,-54,-1.716
KY,Lee County,1688,70385,111,4038,82,2196,-29,-1.718
NY,Queens County,929526,53963786,62452,3970563,46460,2597204,-15992,-1.72
MO,New Madrid County,5273,252820,491,18236,400,13846,-91,-1.726
GA,Tattnall County,5906,304294,498,18800,396,12728,-102,-1.727
GA,Glascock County,808,40933,56,1761,42,1712,-14,-1.733
IA,Adams County,1441,74421,94,3765,69,2696,-25,-1.735
SD,Charles Mix County,2882,164937,156,5512,106,3557,-50,-1.735
GA,Calhoun County,1495,63512,103,3194,77,2491,-26,-1.739
NM,Socorro County,5161,222285,391,13632,301,11220,-90,-1.744
IA,Winnebago County,4057,242816,318,13255,247,8904,-71,-1.75
GA,Stewart County,1199,46949,100,3196,79,2619,-21,-1.751
MS,Lauderdale County,24404,1433014,1675,83491,1247,54715,-428,-1.754
WV,Kanawha County,67398,4257704,3947,208542,2763,119029,-1184,-1.757
TX,Sutton County,1299,89405,86,6577,63,2930,-23,-1.771
IN,Monroe County,43347,3170977,4493,220268,3725,177125,-768,-1.772
ND,Towner County,903,56247,45,2074,29,968,-16,-1.772
IL,Calhoun County,1746,109610,96,3989,65,3110,-31,-1.775
TX,Ochiltree County,3149,225943,241,11527,185,7223,-56,-1.778
FL,Miami-Dade County,1030119,65044981,54277,3320025,35859,4309158,-18418,-1.788
OK,Jefferson County,1565,65519,136,4671,108,3655,-28,-1.789
MT,Dawson County,3184,193656,224,11311,167,6689,-57,-1.79
IA,Van Buren County,2511,133071,173,6285,128,6023,-45,-1.792
NV,Lander County,1840,143296,172,9332,139,6988,-33,-1.793
ND,Bottineau County,2559,168568,142,8993,96,5989,-46,-1.798
TX,Potter County,36969,2149711,4392,195398,3726,158867,-666,-1.802
IL,Gallatin County,1826,98577,85,2695,52,2119,-33,-1.807
TX,Deaf Smith County,5977,252104,394,15805,286,9839,-108,-1.807
CO,Conejos County,2374,100926,163,6645,120,4579,-43,-1.811
MO,Johnson County,16615,967856,2222,96511,1921,84551,-301,-1.812
MS,Forrest County,22508,1355203,2791,102561,2383,96000,-408,-1.813
MS,Clarke County,5172,259053,346,11671,252,9379,-94,-1.817
MI,Houghton County,11634,653731,857,35077,645,32070,-212,-1.822
OH,Athens County,17064,966687,1530,59553,1218,47825,-312,-1.828
SD,Brookings County,10931,811136,1029,47662,829,37319,-200,-1.83
SD,Dewey County,1855,82350,107,2836,73,2001,-34,-1.833
TX,Parmer County,3036,137498,257,12174,201,7999,-56,-1.845
MI,Isabella County,20140,1214536,2010,81350,1638,65219,-372,-1.847
IL,Morgan County,12485,753863,824,37687,593,23176,-231,-1.85
TX,Yoakum County,2699,195927,204,11190,154,7012,-50,-1.853
IL,Cumberland County,3915,221867,268,10906,195,8469,-73,-1.865
AR,Jefferson County,21975,1067500,1476,55257,1060,35826,-416,-1.893
KY,Martin County,2430,84168,131,5470,85,3203,-46,-1.893
KY,Knott County,3840,173682,214,6990,141,4545,-73,-1.901
TX,Crosby County,1788,83243,167,6708,133,5668,-34,-1.902
AL,Conecuh County,3644,163575,252,8281,182,6471,-70,-1.921
MS,Sunflower County,7485,301855,500,12877,356,10083,-144,-1.924
KY,Crittenden County,2849,147650,179,5951,124,4940,-55,-1.931
NC,Lenoir County,18388,882752,1395,51823,1037,34998,-358,-1.947
TX,Jefferson County,80321,5101698,5995,321674,4427,215584,-1568,-1.952
KS,Barton County,9564,532381,584,29052,397,18273,-187,-1.955
SD,Buffalo County,459,12765,35,778,26,561,-9,-1.961
TX,Stonewall County,458,31881,36,1324,27,1292,-9,-1.965
NE,Phelps County,3386,227335,258,12098,191,8005,-67,-1.979
MS,Hinds County,79978,4173791,5934,273387,4351,182171,-1583,-1.979
NE,Custer County,4113,199434,255,10365,173,7567,-82,-1.994
MT,Custer County,4260,262099,312,12699,227,9424,-85,-1.995
WV,Mingo County,6228,283154,353,12740,228,6663,-125,-2.007
NE,Dixon County,2142,117432,141,6260,98,4455,-43,-2.007
SD,Brule County,1888,119332,127,4481,89,3561,-38,-2.013
ND,Emmons County,1335,67843,57,2769,30,1557,-27,-2.022
TX,McMullen County,295,34323,32,1398,26,1263,-6,-2.034
NE,Sheridan County,1858,78689,128,7694,90,3352,-38,-2.045
KS,Chautauqua County,1069,53070,64,2905,42,1993,-22,-2.058
SD,Ziebach County,388,14828,28,720,20,298,-8,-2.062
ND,McHenry County,2179,125427,125,6160,80,4406,-45,-2.065
MO,Putnam County,1597,69918,109,4782,76,3793,-33,-2.066
SD,Sully County,578,35173,32,1351,20,1061,-12,-2.076
MO,Phelps County,13487,769105,1294,51466,1014,42411,-280,-2.076
KS,Osborne County,1443,64893,73,2546,43,1589,-30,-2.079
ND,Pembina County,2788,190407,177,10290,119,5723,-58,-2.08
TX,Refugio County,2348,117758,215,9476,166,7988,-49,-2.087
WV,McDowell County,4311,177479,256,8463,166,5334,-90,-2.088
ND,Benson County,1912,94684,111,2637,71,2329,-40,-2.092
OK,Jackson County,7776,430049,944,46340,781,34548,-163,-2.096
AR,Desha County,3718,157469,281,9334,203,6245,-78,-2.098
NE,Adams County,11325,757317,867,43608,628,26390,-239,-2.11
WV,Cabell County,30518,1880712,2488,118067,1839,72949,-649,-2.127
MT,Rosebud County,2915,179246,234,11268,172,8796,-62,-2.127
MS,Humphreys County,2581,96740,166,4885,111,2974,-55,-2.131
OR,Wheeler County,422,16241,38,1398,29,1399,-9,-2.133
TX,Castro County,2157,82218,175,7015,129,5354,-46,-2.133
NY,Bronx County,516670,22250326,35641,1583505,24562,1036370,-11079,-2.144
AR,Cross County,5448,264078,393,14888,276,11718,-117,-2.148
VA,Montgomery County,26748,2006142,3091,152445,2515,133772,-576,-2.153
MS,Bolivar County,10302,500088,687,26584,465,14925,-222,-2.155
MS,Jefferson County,2457,84514,166,5462,113,3660,-53,-2.157
MS,Oktibbeha County,13387,809827,1550,76504,1261,58698,-289,-2.159
ND,Grand Forks County,24910,1894823,2719,137084,2181,99940,-538,-2.16
MO,Atchison County,2036,118898,118,4343,74,2629,-44,-2.161
TX,Jeff Davis County,784,52158,61,2850,44,2434,-17,-2.168
NM,McKinley County,24005,907011,1826,63557,1305,41820,-521,-2.17
FL,Monroe County,31459,3623549,4183,299772,3500,408486,-683,-2.171
FL,Bay County,63483,3659030,7109,405104,5727,320155,-1382,-2.177
CA,Butte County,72701,4697236,6247,304738,4652,235372,-1595,-2.194
NY,Jefferson County,38043,2146427,5250,240411,4415,191937,-835,-2.195
MS,Washington County,15183,659106,951,35773,617,17344,-334,-2.2
MO,Nodaway County,6765,374290,534,21166,385,14380,-149,-2.203
ND,Mercer County,3216,269429,245,15576,174,12573,-71,-2.208
GA,Clay County,903,29950,62,1789,42,2192,-20,-2.215
TX,Kleberg County,9586,512318,1033,45748,820,35130,-213,-2.222
NM,Curry County,15162,732681,1969,94154,1631,65979,-338,-2.229
MS,Sharkey County,1434,54809,96,3305,64,2852,-32,-2.232
MO,Grundy County,3314,160886,207,8308,133,6276,-74,-2.233
OK,Major County,2574,175714,172,9129,114,6100,-58,-2.253
IA,Pocahontas County,2645,152709,194,7460,134,5902,-60,-2.268
GA,Dougherty County,26932,1236208,2565,97520,1953,69041,-612,-2.272
MN,Lyon County,9316,650090,719,34391,507,21360,-212,-2.276
IA,Buena Vista County,7500,478745,635,25487,464,17437,-171,-2.28
IL,Pulaski County,1862,84350,134,4615,91,2789,-43,-2.309
NE,Sherman County,1167,46212,86,2903,59,2403,-27,-2.314
IA,Story County,28254,2344935,3146,151846,2492,123332,-654,-2.315
OK,Alfalfa County,1543,113936,108,5559,72,3299,-36,-2.333
IL,McDonough County,9349,548738,799,26564,579,20309,-220,-2.353
MA,Suffolk County,287808,33868728,37812,3362013,31005,3242481,-6807,-2.365
TX,Sterling County,421,35488,38,1913,28,1130,-10,-2.375
ND,Rolette County,4000,197822,218,6801,123,5153,-95,-2.375
SD,Kingsbury County,2010,120501,127,5715,79,3905,-48,-2.388
IL,Champaign County,67352,4923946,5860,302673,4250,210441,-1610,-2.39
ND,Cavalier County,1576,113973,76,3449,38,2120,-38,-2.411
KS,Scott County,1817,129737,128,5676,84,4209,-44,-2.422
TX,Brewster County,3262,213295,404,22217,325,17486,-79,-2.422
MT,Toole County,1680,85198,135,5006,94,4561,-41,-2.44
TX,Childress County,1838,95339,145,6611,100,4072,-45,-2.448
TX,Walker County,17453,953091,2224,86473,1796,80047,-428,-2.452
TX,Donley County,1014,47242,84,4061,59,2721,-25,-2.465
GA,Baker County,892,33962,70,1628,48,1553,-22,-2.466
TX,Armstrong County,648,38360,54,2743,38,2159,-16,-2.469
AR,Mississippi County,12510,609009,899,35899,590,20854,-309,-2.47
KS,Hamilton County,809,16825,44,1642,24,946,-20,-2.472
GA,Liberty County,17565,782409,4571,169293,4134,150540,-437,-2.488
KS,Chase County,957,47049,57,1921,33,1805,-24,-2.508
SD,Lake County,5041,375364,720,47661,593,39201,-127,-2.519
WV,Doddridge County,2258,140938,156,6571,99,4681,-57,-2.524
TX,Willacy County,5836,214958,373,13371,225,7543,-148,-2.536
TX,Bailey County,1970,95476,168,11123,118,5051,-50,-2.538
SD,Sanborn County,903,47248,52,2373,29,1090,-23,-2.547
IL,Greene County,4602,232657,301,14186,183,7155,-118,-2.564
SD,Aurora County,1046,50910,67,2474,40,1774,-27,-2.581
VA,Arlington County,90095,13138782,18527,1989247,16200,1383220,-2327,-2.583
IL,Pope County,1269,61789,98,3572,65,2876,-33,-2.6
PA,Montour County,6921,578246,786,54278,606,39726,-180,-2.601
KY,Cumberland County,2067,81875,104,2988,50,1652,-54,-2.612
TN,Lake County,1626,65861,125,4670,82,2986,-43,-2.645
SD,Perkins County,1125,58261,51,1762,21,543,-30,-2.667
WY,Albany County,11802,781610,1637,68137,1322,62963,-315,-2.669
MS,Coahoma County,7277,292403,472,14263,277,8831,-195,-2.68
KS,Kearny County,1380,79269,101,5179,64,2532,-37,-2.681
TX,Cochran County,857,42972,73,3808,50,1690,-23,-2.684
AL,Dallas County,12346,517964,728,29459,396,13982,-332,-2.689
SD,Hand County,1287,76682,66,3116,31,1367,-35,-2.72
IL,Jackson County,17009,1047522,1868,71563,1403,46889,-465,-2.734
TX,Throckmorton County,475,27459,48,1713,35,1373,-13,-2.737
KS,Stevens County,1717,109893,105,4653,57,2398,-48,-2.796
AR,Phillips County,5377,206829,346,10854,195,9783,-151,-2.808
KS,Geary County,10922,526144,3663,146485,3356,128843,-307,-2.811
SD,Edmunds County,1382,104409,100,4824,61,2553,-39,-2.822
SD,Clay County,3874,257087,564,24143,451,19630,-113,-2.917
KS,Pawnee County,2209,111833,152,5766,87,2972,-65,-2.943
MT,McCone County,709,30518,20,666,-1,-1,-21,-2.962
WA,Whitman County,12608,864631,1911,81609,1535,68066,-376,-2.982
MN,Norman County,2509,148302,175,7673,99,4467,-76,-3.029
OK,Payne County,21847,1416647,2652,114496,1989,86263,-663,-3.035
NM,Union County,1215,51922,102,3718,65,2467,-37,-3.045
NM,Roosevelt County,5468,235593,678,23355,510,17951,-168,-3.072
ND,Sioux County,960,32759,80,2764,50,1698,-30,-3.125
TX,Motley County,384,15683,39,1537,27,1304,-12,-3.125
KS,Grant County,2406,144505,196,9047,120,3973,-76,-3.159
TX,Schleicher County,869,51942,76,3803,48,1893,-28,-3.222
TX,Moore County,7034,356653,740,33485,513,18550,-227,-3.227
KS,Pratt County,3312,204094,310,12602,203,8412,-107,-3.231
TX,Hemphill County,1242,94991,89,4733,48,2410,-41,-3.301
KS,Ford County,11694,630707,966,40099,579,22318,-387,-3.309
KS,Morton County,1015,62347,84,3284,50,2069,-34,-3.35
KS,Haskell County,1337,81499,97,5163,51,2109,-46,-3.441
IL,Cass County,4857,257327,384,15316,215,7962,-169,-3.48
ND,Divide County,908,61923,56,3263,24,1238,-32,-3.524
ND,Ward County,25192,1800962,3445,175262,2555,118472,-890,-3.533
NE,Dawes County,2735,139691,267,9862,170,7005,-97,-3.547
IL,Alexander County,1881,79875,168,4822,101,2619,-67,-3.562
SD,Campbell County,585,31215,20,1294,-1,-1,-21,-3.59
KS,Riley County,17885,1247928,3693,165529,3038,131431,-655,-3.662
TX,Presidio County,2646,124868,244,10915,147,7088,-97,-3.666
OK,Woods County,2811,191383,250,11321,145,6406,-105,-3.735
MO,Scotland County,1583,70482,134,4895,72,2724,-62,-3.917
MO,Pemiscot County,4685,215990,395,13055,209,5713,-186,-3.97
WY,Niobrara County,863,48165,56,3282,20,892,-36,-4.171
WY,Hot Springs County,1666,86969,165,7176,94,4089,-71,-4.262
KS,Seward County,7271,370701,694,29721,384,13756,-310,-4.264
OK,Texas County,7120,372603,730,28832,422,14642,-308,-4.326
KS,Phillips County,2095,98592,150,5897,59,2057,-91,-4.344
TX,Dallam County,2411,125326,315,13037,206,9571,-109,-4.521
TX,Aransas County,7444,475260,1341,65855,963,59823,-378,-5.078
MT,Garfield County,406,20403,20,228,-1,-1,-21,-5.172
NE,Cheyenne County,3426,279485,465,72584,287,13011,-178,-5.196
CO,Cheyenne County,635,26767,33,1052,-1,-1,-34,-5.354
GA,Chattahoochee County,1699,73400,1110,49507,1011,41426,-99,-5.827
KS,Greeley County,482,26103,31,1638,-1,-1,-32,-6.639
ND,Adams County,952,53763,64,3626,-1,-1,-65,-6.828
ND,Billings County,366,32302,26,1697,-1,-1,-27,-7.377
CA,Alpine County,336,21089,49,1595,23,1877,-26,-7.738
ID,Madison County,8363,466480,2114,65741,1448,53351,-666,-7.964
TX,Terrell County,259,13742,21,1616,-1,-1,-22,-8.494
NE,Wheeler County,304,13276,26,915,-1,-1,-27,-8.882
MS,Issaquena County,324,14057,28,1600,-1,-1,-29,-8.951
NE,Thomas County,245,11253,23,894,-1,-1,-24,-9.796
TX,Borden County,210,19915,20,1114,-1,-1,-21,-10.0
TX,Roberts County,275,17228,29,2415,-1,-1,-30,-10.909
