,outflow_state,outflow_county,outflow_n1,outflow_n2,agi_x,inflow_state,inflow_county,inflow_n1,inflow_n2,agi_y
4901,TX,Burleson County Non-migrants,6173,13420,380228,TX,Burleson County Non-migrants,6173,13420,380228
4902,TX,Burnet County Total Migration-US and Foreign,1490,2804,96789,TX,Burnet County Total Migration-US and Foreign,1898,3732,162765
4903,TX,Burnet County Non-migrants,16667,35920,1336803,TX,Burnet County Non-migrants,16667,35920,1336803
4904,TX,Caldwell County Total Migration-US and Foreign,1345,2775,55528,TX,Caldwell County Total Migration-US and Foreign,1520,3478,64514
4905,TX,Caldwell County Non-migrants,13478,30472,695896,TX,Caldwell County Non-migrants,13478,30472,695896
4906,TX,Calhoun County Total Migration-US and Foreign,528,1097,25324,TX,Calhoun County Total Migration-US and Foreign,514,1032,24736
4907,TX,Calhoun County Non-migrants,6996,15653,411881,TX,Calhoun County Non-migrants,6996,15653,411881
4908,TX,Callahan County Total Migration-US and Foreign,414,868,16586,TX,Callahan County Total Migration-US and Foreign,462,993,23246
4909,TX,Callahan County Non-migrants,4437,9877,236205,TX,Callahan County Non-migrants,4437,9877,236205
4910,TX,Cameron County Total Migration-US and Foreign,5463,11509,232009,TX,Cameron County Total Migration-US and Foreign,4609,9774,212208
4911,TX,Cameron County Non-migrants,131598,323189,5621633,TX,Cameron County Non-migrants,131598,323189,5621633
4912,TX,Camp County Total Migration-US and Foreign,330,748,12570,TX,Camp County Total Migration-US and Foreign,366,774,19085
4913,TX,Camp County Non-migrants,3954,9193,199415,TX,Camp County Non-migrants,3954,9193,199415
4914,TX,Carson County Total Migration-US and Foreign,174,387,9657,TX,Carson County Total Migration-US and Foreign,168,371,9136
4915,TX,Carson County Non-migrants,1891,4416,127186,TX,Carson County Non-migrants,1891,4416,127186
4916,TX,Cass County Total Migration-US and Foreign,603,1264,28691,TX,Cass County Total Migration-US and Foreign,693,1496,27761
4917,TX,Cass County Non-migrants,9708,21476,504054,TX,Cass County Non-migrants,9708,21476,504054
4918,TX,Castro County Total Migration-US and Foreign,175,384,7015,TX,Castro County Total Migration-US and Foreign,129,292,5354
4919,TX,Castro County Non-migrants,2157,5602,82218,TX,Castro County Non-migrants,2157,5602,82218
4920,TX,Chambers County Total Migration-US and Foreign,1331,2763,85244,TX,Chambers County Total Migration-US and Foreign,1668,3807,128359
4921,TX,Chambers County Non-migrants,13614,33467,1245940,TX,Chambers County Non-migrants,13614,33467,1245940
4922,TX,Cherokee County Total Migration-US and Foreign,1020,2175,49153,TX,Cherokee County Total Migration-US and Foreign,1064,2266,56935
4923,TX,Cherokee County Non-migrants,15800,37586,907643,TX,Cherokee County Non-migrants,15800,37586,907643
4924,TX,Childress County Total Migration-US and Foreign,145,325,6611,TX,Childress County Total Migration-US and Foreign,100,189,4072
4925,TX,Childress County Non-migrants,1838,4132,95339,TX,Childress County Non-migrants,1838,4132,95339
4926,TX,Clay County Total Migration-US and Foreign,275,566,13159,TX,Clay County Total Migration-US and Foreign,312,646,15006
4927,TX,Clay County Non-migrants,3506,7690,208308,TX,Clay County Non-migrants,3506,7690,208308
4928,TX,Cochran County Total Migration-US and Foreign,73,164,3808,TX,Cochran County Total Migration-US and Foreign,50,108,1690
4929,TX,Cochran County Non-migrants,857,2060,42972,TX,Cochran County Non-migrants,857,2060,42972
4930,TX,Coke County Total Migration-US and Foreign,81,171,4025,TX,Coke County Total Migration-US and Foreign,105,225,6037
4931,TX,Coke County Non-migrants,1064,2290,59161,TX,Coke County Non-migrants,1064,2290,59161
4932,TX,Coleman County Total Migration-US and Foreign,175,374,6368,TX,Coleman County Total Migration-US and Foreign,203,396,10397
4933,TX,Coleman County Non-migrants,2742,5745,144390,TX,Coleman County Non-migrants,2742,5745,144390
4934,TX,Collin County Total Migration-US and Foreign,33175,62689,2801762,TX,Collin County Total Migration-US and Foreign,40818,82800,3422375
4935,TX,Collin County Non-migrants,321347,778475,38127439,TX,Collin County Non-migrants,321347,778475,38127439
4936,TX,Collingsworth County Total Migration-US and Foreign,45,85,1978,TX,Collingsworth County Total Migration-US and Foreign,51,102,2073
4937,TX,Collingsworth County Non-migrants,922,2168,45022,TX,Collingsworth County Non-migrants,922,2168,45022
4938,TX,Colorado County Total Migration-US and Foreign,471,930,21562,TX,Colorado County Total Migration-US and Foreign,547,1096,33430
4939,TX,Colorado County Non-migrants,7345,16199,457637,TX,Colorado County Non-migrants,7345,16199,457637
4940,TX,Comal County Total Migration-US and Foreign,5072,9687,343378,TX,Comal County Total Migration-US and Foreign,7990,16383,643962
4941,TX,Comal County Non-migrants,49749,109894,4841034,TX,Comal County Non-migrants,49749,109894,4841034
4942,TX,Comanche County Total Migration-US and Foreign,293,582,9911,TX,Comanche County Total Migration-US and Foreign,353,773,19710
4943,TX,Comanche County Non-migrants,4306,9706,196510,TX,Comanche County Non-migrants,4306,9706,196510
4944,TX,Concho County Total Migration-US and Foreign,81,174,3468,TX,Concho County Total Migration-US and Foreign,95,186,6981
4945,TX,Concho County Non-migrants,740,1608,33282,TX,Concho County Non-migrants,740,1608,33282
4946,TX,Cooke County Total Migration-US and Foreign,1046,2097,52487,TX,Cooke County Total Migration-US and Foreign,1229,2682,83645
4947,TX,Cooke County Non-migrants,13813,31495,968128,TX,Cooke County Non-migrants,13813,31495,968128
4948,TX,Coryell County Total Migration-US and Foreign,3700,9477,141470,TX,Coryell County Total Migration-US and Foreign,3836,9700,147831
4949,TX,Coryell County Non-migrants,19029,44619,952038,TX,Coryell County Non-migrants,19029,44619,952038
4950,TX,Cottle County Total Migration-US and Foreign,25,52,678,TX,Cottle County Total Migration-US and Foreign,29,72,1064
4951,TX,Cottle County Non-migrants,476,1006,21103,TX,Cottle County Non-migrants,476,1006,21103
4952,TX,Crane County Total Migration-US and Foreign,100,202,9058,TX,Crane County Total Migration-US and Foreign,99,210,4537
4953,TX,Crane County Non-migrants,1491,3768,99844,TX,Crane County Non-migrants,1491,3768,99844
4954,TX,Crockett County Total Migration-US and Foreign,73,171,3941,TX,Crockett County Total Migration-US and Foreign,61,117,2444
4955,TX,Crockett County Non-migrants,1176,2776,76769,TX,Crockett County Non-migrants,1176,2776,76769
4956,TX,Crosby County Total Migration-US and Foreign,167,372,6708,TX,Crosby County Total Migration-US and Foreign,133,272,5668
4957,TX,Crosby County Non-migrants,1788,4133,83243,TX,Crosby County Non-migrants,1788,4133,83243
4958,TX,Culberson County Total Migration-US and Foreign,53,123,2141,TX,Culberson County Total Migration-US and Foreign,67,146,3150
4959,TX,Culberson County Non-migrants,761,1629,34864,TX,Culberson County Non-migrants,761,1629,34864
4960,TX,Dallam County Total Migration-US and Foreign,315,751,13037,TX,Dallam County Total Migration-US and Foreign,206,472,9571
4961,TX,Dallam County Non-migrants,2411,5956,125326,TX,Dallam County Non-migrants,2411,5956,125326
4962,TX,Dallas County Total Migration-US and Foreign,74763,140929,5026924,TX,Dallas County Total Migration-US and Foreign,67752,117798,4748091
4963,TX,Dallas County Non-migrants,891292,1957756,77694769,TX,Dallas County Non-migrants,891292,1957756,77694769
4964,TX,Dawson County Total Migration-US and Foreign,256,580,12539,TX,Dawson County Total Migration-US and Foreign,194,433,7722
4965,TX,Dawson County Non-migrants,3646,8548,228302,TX,Dawson County Non-migrants,3646,8548,228302
4966,TX,Deaf Smith County Total Migration-US and Foreign,394,907,15805,TX,Deaf Smith County Total Migration-US and Foreign,286,624,9839
4967,TX,Deaf Smith County Non-migrants,5977,15446,252104,TX,Deaf Smith County Non-migrants,5977,15446,252104
4968,TX,Delta County Total Migration-US and Foreign,146,306,5886,TX,Delta County Total Migration-US and Foreign,156,316,6883
4969,TX,Delta County Non-migrants,1543,3544,76213,TX,Delta County Non-migrants,1543,3544,76213
4970,TX,Denton County Total Migration-US and Foreign,30734,57944,2281370,TX,Denton County Total Migration-US and Foreign,36068,69748,2711365
4971,TX,Denton County Non-migrants,274749,641514,28174824,TX,Denton County Non-migrants,274749,641514,28174824
4972,TX,DeWitt County Total Migration-US and Foreign,506,1048,33287,TX,DeWitt County Total Migration-US and Foreign,480,1002,23532
4973,TX,DeWitt County Non-migrants,6205,13646,540090,TX,DeWitt County Non-migrants,6205,13646,540090
4974,TX,Dickens County Total Migration-US and Foreign,27,53,761,TX,Dickens County Total Migration-US and Foreign,49,106,2635
4975,TX,Dickens County Non-migrants,561,1321,30486,TX,Dickens County Non-migrants,561,1321,30486
4976,TX,Dimmit County Total Migration-US and Foreign,183,386,7460,TX,Dimmit County Total Migration-US and Foreign,163,358,6301
4977,TX,Dimmit County Non-migrants,3053,7157,156929,TX,Dimmit County Non-migrants,3053,7157,156929
4978,TX,Donley County Total Migration-US and Foreign,84,171,4061,TX,Donley County Total Migration-US and Foreign,59,127,2721
4979,TX,Donley County Non-migrants,1014,2205,47242,TX,Donley County Non-migrants,1014,2205,47242
4980,TX,Duval County Total Migration-US and Foreign,204,451,7911,TX,Duval County Total Migration-US and Foreign,202,437,7429
4981,TX,Duval County Non-migrants,3421,7694,144881,TX,Duval County Non-migrants,3421,7694,144881
4982,TX,Eastland County Total Migration-US and Foreign,413,868,19282,TX,Eastland County Total Migration-US and Foreign,471,972,19092
4983,TX,Eastland County Non-migrants,5624,12358,193997,TX,Eastland County Non-migrants,5624,12358,193997
4984,TX,Ector County Total Migration-US and Foreign,3812,8033,239694,TX,Ector County Total Migration-US and Foreign,4886,10378,251450
4985,TX,Ector County Non-migrants,50906,120494,3563188,TX,Ector County Non-migrants,50906,120494,3563188
4986,TX,Edwards County Total Migration-US and Foreign,46,94,2043,TX,Edwards County Total Migration-US and Foreign,48,83,3050
4987,TX,Edwards County Non-migrants,612,1332,35212,TX,Edwards County Non-migrants,612,1332,35212
4988,TX,Ellis County Total Migration-US and Foreign,4540,9245,259216,TX,Ellis County Total Migration-US and Foreign,6382,13936,414013
4989,TX,Ellis County Non-migrants,58789,139605,4375093,TX,Ellis County Non-migrants,58789,139605,4375093
4990,TX,El Paso County Total Migration-US and Foreign,16109,36067,735751,TX,El Paso County Total Migration-US and Foreign,14348,32017,657339
4991,TX,El Paso County Non-migrants,285648,663195,13819770,TX,El Paso County Non-migrants,285648,663195,13819770
4992,TX,Erath County Total Migration-US and Foreign,1199,2219,50022,TX,Erath County Total Migration-US and Foreign,1128,2214,51336
4993,TX,Erath County Non-migrants,11563,25898,689560,TX,Erath County Non-migrants,11563,25898,689560
4994,TX,Falls County Total Migration-US and Foreign,359,750,17286,TX,Falls County Total Migration-US and Foreign,415,898,17876
4995,TX,Falls County Non-migrants,4901,10747,220878,TX,Falls County Non-migrants,4901,10747,220878
4996,TX,Fannin County Total Migration-US and Foreign,853,1687,41506,TX,Fannin County Total Migration-US and Foreign,1068,2314,55672
4997,TX,Fannin County Non-migrants,10473,23517,605206,TX,Fannin County Non-migrants,10473,23517,605206
4998,TX,Fayette County Total Migration-US and Foreign,525,958,23714,TX,Fayette County Total Migration-US and Foreign,633,1288,50912
4999,TX,Fayette County Non-migrants,9039,19210,677043,TX,Fayette County Non-migrants,9039,19210,677043
5000,TX,Fisher County Total Migration-US and Foreign,93,228,3846,TX,Fisher County Total Migration-US and Foreign,90,201,4433
5001,TX,Fisher County Non-migrants,1165,2581,71080,TX,Fisher County Non-migrants,1165,2581,71080
5002,TX,Floyd County Total Migration-US and Foreign,115,264,4912,TX,Floyd County Total Migration-US and Foreign,133,291,5699
5003,TX,Floyd County Non-migrants,1879,4321,94103,TX,Floyd County Non-migrants,1879,4321,94103
5004,TX,Foard County Total Migration-US and Foreign,21,42,750,TX,Foard County Total Migration-US and Foreign,30,59,1346
5005,TX,Foard County Non-migrants,393,807,18187,TX,Foard County Non-migrants,393,807,18187
5006,TX,Fort Bend County Total Migration-US and Foreign,19762,40434,1480164,TX,Fort Bend County Total Migration-US and Foreign,23731,52179,1672986
5007,TX,Fort Bend County Non-migrants,240466,592894,25001573,TX,Fort Bend County Non-migrants,240466,592894,25001573
5008,TX,Franklin County Total Migration-US and Foreign,306,641,10037,TX,Franklin County Total Migration-US and Foreign,350,718,16510
5009,TX,Franklin County Non-migrants,3256,7328,177753,TX,Franklin County Non-migrants,3256,7328,177753
5010,TX,Freestone County Total Migration-US and Foreign,438,947,20430,TX,Freestone County Total Migration-US and Foreign,420,930,21453
5011,TX,Freestone County Non-migrants,5964,13648,329604,TX,Freestone County Non-migrants,5964,13648,329604
5012,TX,Frio County Total Migration-US and Foreign,327,707,15524,TX,Frio County Total Migration-US and Foreign,295,639,12247
5013,TX,Frio County Non-migrants,4930,11228,236918,TX,Frio County Non-migrants,4930,11228,236918
5014,TX,Gaines County Total Migration-US and Foreign,360,897,20743,TX,Gaines County Total Migration-US and Foreign,389,999,19482
5015,TX,Gaines County Non-migrants,5837,16643,357624,TX,Gaines County Non-migrants,5837,16643,357624
5016,TX,Galveston County Total Migration-US and Foreign,9342,17850,601414,TX,Galveston County Total Migration-US and Foreign,10160,19826,722019
5017,TX,Galveston County Non-migrants,111504,245439,9271001,TX,Galveston County Non-migrants,111504,245439,9271001
5018,TX,Garza County Total Migration-US and Foreign,81,184,3931,TX,Garza County Total Migration-US and Foreign,76,144,3568
5019,TX,Garza County Non-migrants,1368,3248,83002,TX,Garza County Non-migrants,1368,3248,83002
5020,TX,Gillespie County Total Migration-US and Foreign,711,1297,49583,TX,Gillespie County Total Migration-US and Foreign,865,1610,77091
5021,TX,Gillespie County Non-migrants,10389,21436,963216,TX,Gillespie County Non-migrants,10389,21436,963216
5022,TX,Glasscock County Total Migration-US and Foreign,35,75,3070,TX,Glasscock County Total Migration-US and Foreign,36,84,2245
5023,TX,Glasscock County Non-migrants,471,1146,110852,TX,Glasscock County Non-migrants,471,1146,110852
5024,TX,Goliad County Total Migration-US and Foreign,176,333,9733,TX,Goliad County Total Migration-US and Foreign,192,390,11355
5025,TX,Goliad County Non-migrants,2411,5367,161066,TX,Goliad County Non-migrants,2411,5367,161066
5026,TX,Gonzales County Total Migration-US and Foreign,441,890,19526,TX,Gonzales County Total Migration-US and Foreign,398,860,19327
5027,TX,Gonzales County Non-migrants,6959,15738,407037,TX,Gonzales County Non-migrants,6959,15738,407037
5028,TX,Gray County Total Migration-US and Foreign,500,1185,25917,TX,Gray County Total Migration-US and Foreign,394,851,15844
5029,TX,Gray County Non-migrants,6530,15537,368197,TX,Gray County Non-migrants,6530,15537,368197
5030,TX,Grayson County Total Migration-US and Foreign,3100,6083,158430,TX,Grayson County Total Migration-US and Foreign,3906,7915,226436
5031,TX,Grayson County Non-migrants,44243,97608,2883191,TX,Grayson County Non-migrants,44243,97608,2883191
5032,TX,Gregg County Total Migration-US and Foreign,3705,7678,185950,TX,Gregg County Total Migration-US and Foreign,3705,7671,173707
5033,TX,Gregg County Non-migrants,41650,92850,2575835,TX,Gregg County Non-migrants,41650,92850,2575835
5034,TX,Grimes County Total Migration-US and Foreign,705,1461,31756,TX,Grimes County Total Migration-US and Foreign,890,1852,47155
5035,TX,Grimes County Non-migrants,8616,19072,484598,TX,Grimes County Non-migrants,8616,19072,484598
5036,TX,Guadalupe County Total Migration-US and Foreign,6078,12957,348333,TX,Guadalupe County Total Migration-US and Foreign,7282,16002,446349
5037,TX,Guadalupe County Non-migrants,54308,125087,3777542,TX,Guadalupe County Non-migrants,54308,125087,3777542
5038,TX,Hale County Total Migration-US and Foreign,783,1691,27608,TX,Hale County Total Migration-US and Foreign,625,1353,25234
5039,TX,Hale County Non-migrants,10047,24089,459936,TX,Hale County Non-migrants,10047,24089,459936
5040,TX,Hall County Total Migration-US and Foreign,62,141,2602,TX,Hall County Total Migration-US and Foreign,62,143,1988
5041,TX,Hall County Non-migrants,896,2040,39402,TX,Hall County Non-migrants,896,2040,39402
5042,TX,Hamilton County Total Migration-US and Foreign,227,445,10830,TX,Hamilton County Total Migration-US and Foreign,280,616,12606
5043,TX,Hamilton County Non-migrants,2729,5877,192170,TX,Hamilton County Non-migrants,2729,5877,192170
5044,TX,Hansford County Total Migration-US and Foreign,97,244,4409,TX,Hansford County Total Migration-US and Foreign,73,185,3707
5045,TX,Hansford County Non-migrants,1740,4454,112664,TX,Hansford County Non-migrants,1740,4454,112664
5046,TX,Hardeman County Total Migration-US and Foreign,70,174,2896,TX,Hardeman County Total Migration-US and Foreign,76,145,2649
5047,TX,Hardeman County Non-migrants,1224,2592,50446,TX,Hardeman County Non-migrants,1224,2592,50446
5048,TX,Hardin County Total Migration-US and Foreign,1461,2992,91692,TX,Hardin County Total Migration-US and Foreign,1583,3390,115626
5049,TX,Hardin County Non-migrants,18251,42234,1310559,TX,Hardin County Non-migrants,18251,42234,1310559
5050,TX,Harris County Total Migration-US and Foreign,93935,186915,6744329,TX,Harris County Total Migration-US and Foreign,82339,156402,5181538
5051,TX,Harris County Non-migrants,1519470,3408297,120110671,TX,Harris County Non-migrants,1519470,3408297,120110671
5052,TX,Harrison County Total Migration-US and Foreign,1749,3714,84448,TX,Harrison County Total Migration-US and Foreign,1793,3881,88924
5053,TX,Harrison County Non-migrants,21578,49869,1306959,TX,Harrison County Non-migrants,21578,49869,1306959
5054,TX,Hartley County Total Migration-US and Foreign,138,322,7818,TX,Hartley County Total Migration-US and Foreign,141,344,7292
5055,TX,Hartley County Non-migrants,1227,3165,78393,TX,Hartley County Non-migrants,1227,3165,78393
5056,TX,Haskell County Total Migration-US and Foreign,145,310,5425,TX,Haskell County Total Migration-US and Foreign,136,293,5577
5057,TX,Haskell County Non-migrants,1596,3448,76935,TX,Haskell County Non-migrants,1596,3448,76935
5058,TX,Hays County Total Migration-US and Foreign,8172,14048,415538,TX,Hays County Total Migration-US and Foreign,9807,18695,710893
5059,TX,Hays County Non-migrants,66538,147570,5433993,TX,Hays County Non-migrants,66538,147570,5433993
5060,TX,Hemphill County Total Migration-US and Foreign,89,211,4733,TX,Hemphill County Total Migration-US and Foreign,48,115,2410
5061,TX,Hemphill County Non-migrants,1242,3242,94991,TX,Hemphill County Non-migrants,1242,3242,94991
5062,TX,Henderson County Total Migration-US and Foreign,2156,4263,92303,TX,Henderson County Total Migration-US and Foreign,2645,5361,148778
5063,TX,Henderson County Non-migrants,25311,55144,1399681,TX,Henderson County Non-migrants,25311,55144,1399681
5064,TX,Hidalgo County Total Migration-US and Foreign,7755,16425,333842,TX,Hidalgo County Total Migration-US and Foreign,6832,14848,291551
5065,TX,Hidalgo County Non-migrants,252737,639156,10776962,TX,Hidalgo County Non-migrants,252737,639156,10776962
5066,TX,Hill County Total Migration-US and Foreign,950,1959,38247,TX,Hill County Total Migration-US and Foreign,1190,2572,58017
5067,TX,Hill County Non-migrants,11348,25479,610192,TX,Hill County Non-migrants,11348,25479,610192
5068,TX,Hockley County Total Migration-US and Foreign,593,1239,21600,TX,Hockley County Total Migration-US and Foreign,556,1200,22859
5069,TX,Hockley County Non-migrants,7069,16708,424783,TX,Hockley County Non-migrants,7069,16708,424783
5070,TX,Hood County Total Migration-US and Foreign,1845,3624,111358,TX,Hood County Total Migration-US and Foreign,2599,5353,202335
5071,TX,Hood County Non-migrants,19870,42888,1603958,TX,Hood County Non-migrants,19870,42888,1603958
5072,TX,Hopkins County Total Migration-US and Foreign,860,1789,34716,TX,Hopkins County Total Migration-US and Foreign,924,1988,44542
5073,TX,Hopkins County Non-migrants,11857,27039,644538,TX,Hopkins County Non-migrants,11857,27039,644538
5074,TX,Houston County Total Migration-US and Foreign,410,850,15747,TX,Houston County Total Migration-US and Foreign,474,968,24570
5075,TX,Houston County Non-migrants,6403,13845,302787,TX,Houston County Non-migrants,6403,13845,302787
5076,TX,Howard County Total Migration-US and Foreign,808,1626,43218,TX,Howard County Total Migration-US and Foreign,861,1852,42394
5077,TX,Howard County Non-migrants,9818,21852,729510,TX,Howard County Non-migrants,9818,21852,729510
5078,TX,Hudspeth County Total Migration-US and Foreign,194,426,8958,TX,Hudspeth County Total Migration-US and Foreign,235,567,9444
5079,TX,Hudspeth County Non-migrants,1561,3894,69513,TX,Hudspeth County Non-migrants,1561,3894,69513
5080,TX,Hunt County Total Migration-US and Foreign,2690,5394,123296,TX,Hunt County Total Migration-US and Foreign,3432,7512,173862
5081,TX,Hunt County Non-migrants,29303,66515,1721204,TX,Hunt County Non-migrants,29303,66515,1721204
5082,TX,Hutchinson County Total Migration-US and Foreign,519,1098,31785,TX,Hutchinson County Total Migration-US and Foreign,413,896,19692
5083,TX,Hutchinson County Non-migrants,6830,15791,441460,TX,Hutchinson County Non-migrants,6830,15791,441460
5084,TX,Irion County Total Migration-US and Foreign,41,82,1968,TX,Irion County Total Migration-US and Foreign,56,117,2693
5085,TX,Irion County Non-migrants,542,1190,58903,TX,Irion County Non-migrants,542,1190,58903
5086,TX,Jack County Total Migration-US and Foreign,223,465,9196,TX,Jack County Total Migration-US and Foreign,213,483,11788
5087,TX,Jack County Non-migrants,2434,5695,141567,TX,Jack County Non-migrants,2434,5695,141567
5088,TX,Jackson County Total Migration-US and Foreign,379,784,17659,TX,Jackson County Total Migration-US and Foreign,339,711,16100
5089,TX,Jackson County Non-migrants,4930,11579,296364,TX,Jackson County Non-migrants,4930,11579,296364
5090,TX,Jasper County Total Migration-US and Foreign,849,1786,36256,TX,Jasper County Total Migration-US and Foreign,868,1907,54362
5091,TX,Jasper County Non-migrants,10722,24423,607845,TX,Jasper County Non-migrants,10722,24423,607845
5092,TX,Jeff Davis County Total Migration-US and Foreign,61,121,2850,TX,Jeff Davis County Total Migration-US and Foreign,44,81,2434
5093,TX,Jeff Davis County Non-migrants,784,1559,52158,TX,Jeff Davis County Non-migrants,784,1559,52158
5094,TX,Jefferson County Total Migration-US and Foreign,5995,11889,321674,TX,Jefferson County Total Migration-US and Foreign,4427,8914,215584
5095,TX,Jefferson County Non-migrants,80321,177003,5101698,TX,Jefferson County Non-migrants,80321,177003,5101698
5096,TX,Jim Hogg County Total Migration-US and Foreign,90,186,2626,TX,Jim Hogg County Total Migration-US and Foreign,68,143,2787
5097,TX,Jim Hogg County Non-migrants,1587,3706,66114,TX,Jim Hogg County Non-migrants,1587,3706,66114
5098,TX,Jim Wells County Total Migration-US and Foreign,921,1944,40825,TX,Jim Wells County Total Migration-US and Foreign,783,1760,32987
5099,TX,Jim Wells County Non-migrants,12900,29826,669774,TX,Jim Wells County Non-migrants,12900,29826,669774
5100,TX,Johnson County Total Migration-US and Foreign,4940,10156,264766,TX,Johnson County Total Migration-US and Foreign,6198,13788,341215
5101,TX,Johnson County Non-migrants,55426,129402,3682538,TX,Johnson County Non-migrants,55426,129402,3682538
5102,TX,Jones County Total Migration-US and Foreign,525,1156,23070,TX,Jones County Total Migration-US and Foreign,495,1104,19981
5103,TX,Jones County Non-migrants,4757,10913,242821,TX,Jones County Non-migrants,4757,10913,242821
5104,TX,Karnes County Total Migration-US and Foreign,330,605,15935,TX,Karnes County Total Migration-US and Foreign,272,541,12567
5105,TX,Karnes County Non-migrants,4312,9564,438073,TX,Karnes County Non-migrants,4312,9564,438073
5106,TX,Kaufman County Total Migration-US and Foreign,4100,8736,223030,TX,Kaufman County Total Migration-US and Foreign,6450,14527,352451
5107,TX,Kaufman County Non-migrants,40842,97550,2771282,TX,Kaufman County Non-migrants,40842,97550,2771282
5108,TX,Kendall County Total Migration-US and Foreign,1514,3045,131897,TX,Kendall County Total Migration-US and Foreign,2222,4831,281173
5109,TX,Kendall County Non-migrants,15826,36750,2123389,TX,Kendall County Non-migrants,15826,36750,2123389
5110,TX,Kenedy County Total Migration-US and Foreign,-1,-1,-1,TX,Kenedy County Total Migration-US and Foreign,-1,-1,-1
5111,TX,Kenedy County Non-migrants,111,242,5121,TX,Kenedy County Non-migrants,111,242,5121
5112,TX,Kent County Total Migration-US and Foreign,30,64,1474,TX,Kent County Total Migration-US and Foreign,-1,-1,-1
5113,TX,Kent County Non-migrants,252,549,16917,TX,Kent County Non-migrants,252,549,16917
5114,TX,Kerr County Total Migration-US and Foreign,1436,2628,75571,TX,Kerr County Total Migration-US and Foreign,1654,3091,110400
5115,TX,Kerr County Non-migrants,19135,38441,1509411,TX,Kerr County Non-migrants,19135,38441,1509411
5116,TX,Kimble County Total Migration-US and Foreign,105,196,7343,TX,Kimble County Total Migration-US and Foreign,123,242,7106
5117,TX,Kimble County Non-migrants,1543,3199,80513,TX,Kimble County Non-migrants,1543,3199,80513
5118,TX,King County Total Migration-US and Foreign,-1,-1,-1,TX,King County Total Migration-US and Foreign,-1,-1,-1
5119,TX,King County Non-migrants,89,219,4088,TX,King County Non-migrants,89,219,4088
5120,TX,Kinney County Total Migration-US and Foreign,61,130,3050,TX,Kinney County Total Migration-US and Foreign,60,111,2965
5121,TX,Kinney County Non-migrants,1012,2303,54273,TX,Kinney County Non-migrants,1012,2303,54273
5122,TX,Kleberg County Total Migration-US and Foreign,1033,1889,45748,TX,Kleberg County Total Migration-US and Foreign,820,1619,35130
5123,TX,Kleberg County Non-migrants,9586,21090,512318,TX,Kleberg County Non-migrants,9586,21090,512318
5124,TX,Knox County Total Migration-US and Foreign,80,160,3095,TX,Knox County Total Migration-US and Foreign,72,160,3093
5125,TX,Knox County Non-migrants,1105,2590,47713,TX,Knox County Non-migrants,1105,2590,47713
5126,TX,Lamar County Total Migration-US and Foreign,926,1864,37281,TX,Lamar County Total Migration-US and Foreign,1043,2094,47176
5127,TX,Lamar County Non-migrants,16471,36312,888008,TX,Lamar County Non-migrants,16471,36312,888008
5128,TX,Lamb County Total Migration-US and Foreign,306,674,12980,TX,Lamb County Total Migration-US and Foreign,255,580,9634
5129,TX,Lamb County Non-migrants,4025,9728,174889,TX,Lamb County Non-migrants,4025,9728,174889
5130,TX,Lampasas County Total Migration-US and Foreign,683,1498,30342,TX,Lampasas County Total Migration-US and Foreign,788,1732,43115
5131,TX,Lampasas County Non-migrants,6959,15289,428772,TX,Lampasas County Non-migrants,6959,15289,428772
5132,TX,La Salle County Total Migration-US and Foreign,115,233,4989,TX,La Salle County Total Migration-US and Foreign,118,243,6935
5133,TX,La Salle County Non-migrants,1873,4229,169336,TX,La Salle County Non-migrants,1873,4229,169336
5134,TX,Lavaca County Total Migration-US and Foreign,438,884,20123,TX,Lavaca County Total Migration-US and Foreign,478,997,28882
5135,TX,Lavaca County Non-migrants,7204,15826,482365,TX,Lavaca County Non-migrants,7204,15826,482365
5136,TX,Lee County Total Migration-US and Foreign,475,968,22031,TX,Lee County Total Migration-US and Foreign,449,955,24267
5137,TX,Lee County Non-migrants,5946,13400,402284,TX,Lee County Non-migrants,5946,13400,402284
5138,TX,Leon County Total Migration-US and Foreign,423,871,19081,TX,Leon County Total Migration-US and Foreign,504,1130,29540
5139,TX,Leon County Non-migrants,5717,12956,303052,TX,Leon County Non-migrants,5717,12956,303052
5140,TX,Liberty County Total Migration-US and Foreign,2153,4733,95849,TX,Liberty County Total Migration-US and Foreign,2929,7395,135394
5141,TX,Liberty County Non-migrants,23725,57543,1482670,TX,Liberty County Non-migrants,23725,57543,1482670
5142,TX,Limestone County Total Migration-US and Foreign,514,1036,21714,TX,Limestone County Total Migration-US and Foreign,520,1082,23231
5143,TX,Limestone County Non-migrants,7019,15710,348178,TX,Limestone County Non-migrants,7019,15710,348178
5144,TX,Lipscomb County Total Migration-US and Foreign,68,160,2778,TX,Lipscomb County Total Migration-US and Foreign,53,133,1833
5145,TX,Lipscomb County Non-migrants,1068,2602,70695,TX,Lipscomb County Non-migrants,1068,2602,70695
5146,TX,Live Oak County Total Migration-US and Foreign,265,554,14984,TX,Live Oak County Total Migration-US and Foreign,292,585,13533
5147,TX,Live Oak County Non-migrants,3532,7766,235586,TX,Live Oak County Non-migrants,3532,7766,235586
5148,TX,Llano County Total Migration-US and Foreign,703,1301,53465,TX,Llano County Total Migration-US and Foreign,934,1752,89413
5149,TX,Llano County Non-migrants,6822,13420,553752,TX,Llano County Non-migrants,6822,13420,553752
